States/UTs,Crimes,Year,Persons_arrested_male,Persons_arrested_female,Persons_arrested_total
Puducherry,Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Puducherry,Kidnapping for Ransom (Section 364A IPC),2014,6,0,6
Puducherry,Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,1,0,1
Puducherry,Other Kidnapping,2014,2,0,2
Puducherry,"Dacoity (Section 395,396-398 IPC)",2014,9,0,9
Puducherry,Dacoity with Murder (Section 396 IPC),2014,0,0,0
Puducherry,Other Dacoity,2014,9,0,9
Puducherry,Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,37,0,37
Puducherry,"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,7,0,7
Puducherry,Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,69,0,69
Puducherry,"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,50,0,50
Puducherry,"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,19,0,19
Puducherry,Theft (Section 379 to 382 IPC),2014,224,10,234
Puducherry,Auto Theft,2014,109,0,109
Puducherry,Other Thefts,2014,115,10,125
Puducherry,"Unlawful Assembly (Section 143,144 & 145)",2014,57,0,57
Puducherry,"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,198,7,205
Puducherry,Communal,2014,102,4,106
Puducherry,Industrial,2014,0,0,0
Puducherry,Political,2014,23,0,23
Puducherry,Caste Conflict,2014,31,3,34
Puducherry,SC/STs Vs. Non-SCs/STs,2014,13,0,13
Puducherry,Other Caste Riots,2014,18,3,21
Puducherry,Agrarian,2014,0,0,0
Puducherry,Students,2014,11,0,11
Puducherry,Sectarian,2014,0,0,0
Puducherry,Other Riots,2014,31,0,31
Puducherry,Criminal Breach of Trust (Section 406 to 409 IPC),2014,9,2,11
Puducherry,Cheating (Section 420 IPC),2014,61,14,75
Puducherry,"Forgery (Section 465, 468 & 471 IPC)",2014,33,6,39
Puducherry,"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,0,0,0
Puducherry,"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,0,0,0
Puducherry,Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Puducherry,Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,0,0,0
Puducherry,Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,0,0,0
Puducherry,Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,0,0,0
Puducherry,Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,0,0,0
Puducherry,Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Puducherry,Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Puducherry,Arson (Section 435-436 & 438 IPC),2014,0,0,0
Puducherry,"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,135,3,138
Puducherry,Grievous Hurt (Section 325 & 326 IPC),2014,135,3,138
Puducherry,Acid attack (Section 326A IPC),2014,0,0,0
Puducherry,Attempt to Acid Attack (Section 326B IPC),2014,0,0,0
Puducherry,Dowry Deaths (Section 304-B IPC),2014,3,0,3
Puducherry,Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,30,5,35
Puducherry,Sexual Harassment (Section 354A IPC),2014,5,2,7
Puducherry,Assault on women with intent to Disrobe (Section 354B IPC),2014,8,2,10
Puducherry,Voyeurism (Section 354C IPC),2014,2,0,2
Puducherry,Stalking (Section 354D IPC),2014,1,0,1
Puducherry,Others,2014,14,1,15
Puducherry,Insult to the Modesty of Women (Section 509 IPC),2014,17,0,17
Puducherry,At Office premises,2014,4,0,4
Puducherry,Places related to work other than Office,2014,2,0,2
Puducherry,In Public Transport system,2014,0,0,0
Puducherry,In Other Places,2014,11,0,11
Puducherry,Cruelty by Husband or his Relatives (Section 498-A IPC),2014,4,0,4
Puducherry,Importation of Girls from Foreign Country (Section 366-B IPC),2014,0,0,0
Puducherry,Causing Death by Negligence (Section 304-A IPC),2014,200,0,200
Puducherry,Deaths due to negligent driving/act,2014,187,0,187
Puducherry,Deaths due to Other Causes,2014,13,0,13
Puducherry,"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,0,0,0
Puducherry,Sedition (Section 124A IPC),2014,0,0,0
Puducherry,Other offences against State,2014,0,0,0
Puducherry,Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,2,0,2
Puducherry,Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,2,0,2
Puducherry,Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,0,0,0
Puducherry,Extortion (Section 384 - 389 IPC),2014,12,1,13
Puducherry,Disclosure of Identity of Victims (Section 228 A IPC),2014,1,0,1
Puducherry,Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,1120,4,1124
Puducherry,Human Trafficking (Section 370 & 370A IPC),2014,0,0,0
Puducherry,Unnatural Offences U/s 377 IPC,2014,0,0,0
Puducherry,Other IPC crimes,2014,1547,136,1683
Puducherry,Total Cognizable IPC crimes,2014,4132,193,4325
Total (States),Murder (Section 302 IPC),2014,64091,4021,68112
Total (States),Attempt to commit Murder (Section 307 IPC),2014,80753,3776,84529
Total (States),Culpable Homicide not amounting to Murder (Section 304 IPC),2014,6784,243,7027
Total (States),Attempt to commit Culpable Homicide (Section 308 IPC),2014,5705,135,5840
Total (States),Rape (Section 376 IPC),2014,44948,1013,45961
Total (States),Custodial Rape,2014,281,0,281
Total (States),Gang Rape,2014,13,0,13
Total (States),Other Rape,2014,268,0,268
Total (States),Rape other than Custodial,2014,44667,1013,45680
Total (States),Gang Rape,2014,4710,45,4755
Total (States),Other Rape,2014,39957,968,40925
Total (States),Attempt to commit Rape (Section 376/511 IPC),2014,4365,32,4397
Total (States),"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,78745,2850,81595
Total (States),Kidnapping & Abduction (Section 363 IPC),2014,16341,792,17133
Total (States),Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,2263,35,2298
Total (States),Kidnapping for Ransom (Section 364A IPC),2014,1427,27,1454
Total (States),Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,41375,1314,42689
Total (States),Other Kidnapping,2014,17339,682,18021
Total (States),"Dacoity (Section 395,396-398 IPC)",2014,17870,226,18096
Total (States),Dacoity with Murder (Section 396 IPC),2014,326,4,330
Total (States),Other Dacoity,2014,17544,222,17766
Total (States),Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,12552,20,12572
Total (States),"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,45447,469,45916
Total (States),Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,86333,1135,87468
Total (States),"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,62536,667,63203
Total (States),"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,23797,468,24265
Total (States),Theft (Section 379 to 382 IPC),2014,239647,5070,244717
Total (States),Auto Theft,2014,75587,120,75707
Total (States),Other Thefts,2014,164060,4950,169010
Total (States),"Unlawful Assembly (Section 143,144 & 145)",2014,42897,3710,46607
Total (States),"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,291671,15859,307530
Total (States),Communal,2014,5533,66,5599
Total (States),Industrial,2014,663,25,688
Total (States),Political,2014,10018,263,10281
Total (States),Caste Conflict,2014,7526,396,7922
Total (States),SC/STs Vs. Non-SCs/STs,2014,1894,86,1980
Total (States),Other Caste Riots,2014,5632,310,5942
Total (States),Agrarian,2014,3392,148,3540
Total (States),Students,2014,1381,49,1430
Total (States),Sectarian,2014,71,0,71
Total (States),Other Riots,2014,263087,14912,277999
Total (States),Criminal Breach of Trust (Section 406 to 409 IPC),2014,26335,729,27064
Total (States),Cheating (Section 420 IPC),2014,114929,4093,119022
Total (States),"Forgery (Section 465, 468 & 471 IPC)",2014,8520,247,8767
Total (States),"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,2447,55,2502
Total (States),"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,317,0,317
Total (States),Counterfeiting Government Stamp (Section 255 IPC),2014,2,0,2
Total (States),Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,2128,55,2183
Total (States),Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,1036,24,1060
Total (States),Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,801,25,826
Total (States),Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,234,3,237
Total (States),Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,32,1,33
Total (States),Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,25,2,27
Total (States),Arson (Section 435-436 & 438 IPC),2014,14190,238,14428
Total (States),"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,178368,9461,187829
Total (States),Grievous Hurt (Section 325 & 326 IPC),2014,178116,9447,187563
Total (States),Acid attack (Section 326A IPC),2014,207,14,221
Total (States),Attempt to Acid Attack (Section 326B IPC),2014,45,0,45
Total (States),Dowry Deaths (Section 304-B IPC),2014,18458,4820,23278
Total (States),Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,97585,2613,100198
Total (States),Sexual Harassment (Section 354A IPC),2014,26520,322,26842
Total (States),Assault on women with intent to Disrobe (Section 354B IPC),2014,7718,184,7902
Total (States),Voyeurism (Section 354C IPC),2014,948,4,952
Total (States),Stalking (Section 354D IPC),2014,4975,23,4998
Total (States),Others,2014,57424,2080,59504
Total (States),Insult to the Modesty of Women (Section 509 IPC),2014,9809,238,10047
Total (States),At Office premises,2014,43,0,43
Total (States),Places related to work other than Office,2014,619,2,621
Total (States),In Public Transport system,2014,132,1,133
Total (States),In Other Places,2014,9015,235,9250
Total (States),Cruelty by Husband or his Relatives (Section 498-A IPC),2014,180764,44160,224924
Total (States),Importation of Girls from Foreign Country (Section 366-B IPC),2014,39,3,42
Total (States),Causing Death by Negligence (Section 304-A IPC),2014,120068,352,120420
Total (States),Deaths due to negligent driving/act,2014,112442,294,112736
Total (States),Deaths due to Other Causes,2014,7626,58,7684
Total (States),"Offences against State (Section 121, 121A, 122, 123, 124-A IPC)",2014,220,4,224
Total (States),Sedition (Section 124A IPC),2014,55,3,58
Total (States),Other offences against State,2014,165,1,166
Total (States),Offences promoting enmity between different groups (Section 153A & 153B IPC),2014,606,3,609
Total (States),Promoting enmity on ground of religion race and place of Birth (Section 153A IPC),2014,595,3,598
Total (States),Imputation & assertions prejudicial to national integration (Section 153B IPC),2014,11,0,11
Total (States),Extortion (Section 384 - 389 IPC),2014,9345,162,9507
Total (States),Disclosure of Identity of Victims (Section 228 A IPC),2014,1,0,1
Total (States),Incidence of Rash Driving (Section 279 IPC Read with 337 & 338),2014,384926,1242,386168
Total (States),Human Trafficking (Section 370 & 370A IPC),2014,1152,176,1328
Total (States),Unnatural Offences U/s 377 IPC,2014,1010,14,1024
Total (States),Other IPC crimes,2014,1334344,86044,1420388
Total (States),Total Cognizable IPC crimes,2014,3524924,193213,3718137
Total (UTs),Murder (Section 302 IPC),2014,1168,40,1208
Total (UTs),Attempt to commit Murder (Section 307 IPC),2014,1608,16,1624
Total (UTs),Culpable Homicide not amounting to Murder (Section 304 IPC),2014,106,2,108
Total (UTs),Attempt to commit Culpable Homicide (Section 308 IPC),2014,1357,29,1386
Total (UTs),Rape (Section 376 IPC),2014,2160,72,2232
Total (UTs),Custodial Rape,2014,5,0,5
Total (UTs),Gang Rape,2014,0,0,0
Total (UTs),Other Rape,2014,5,0,5
Total (UTs),Rape other than Custodial,2014,2155,72,2227
Total (UTs),Gang Rape,2014,207,10,217
Total (UTs),Other Rape,2014,1948,62,2010
Total (UTs),Attempt to commit Rape (Section 376/511 IPC),2014,68,0,68
Total (UTs),"Kidnapping & Abduction_Total (Section 3,364,364A, 366-369 IPC)",2014,867,25,892
Total (UTs),Kidnapping & Abduction (Section 363 IPC),2014,641,16,657
Total (UTs),Kidnaping & Abduction in order to Murder (Section 364 IPC),2014,0,0,0
Total (UTs),Kidnapping for Ransom (Section 364A IPC),2014,75,2,77
Total (UTs),Kidnapping & Abduction of Women to compel her for marriage (Section 366 IPC),2014,38,1,39
Total (UTs),Other Kidnapping,2014,113,6,119
Total (UTs),"Dacoity (Section 395,396-398 IPC)",2014,322,0,322
Total (UTs),Dacoity with Murder (Section 396 IPC),2014,5,0,5
Total (UTs),Other Dacoity,2014,317,0,317
Total (UTs),Making Preparation and Assembly for committing Dacoity (Section 399 & 402 IPC),2014,72,0,72
Total (UTs),"Robbery (Section 392 to 394, 397 and 398 IPC)",2014,5372,24,5396
Total (UTs),Criminal Trespass/Burglary_Total (Section 453 to 460 IPC),2014,3017,18,3035
Total (UTs),"Criminal Trespass/Burglary (Section 455, 457 & 458 IPC)",2014,1748,9,1757
Total (UTs),"House Trespass & House Breaking (Section 453,454,456,459 & 460 IPC)",2014,1269,9,1278
Total (UTs),Theft (Section 379 to 382 IPC),2014,14521,203,14724
Total (UTs),Auto Theft,2014,3973,0,3973
Total (UTs),Other Thefts,2014,10548,203,10751
Total (UTs),"Unlawful Assembly (Section 143,144 & 145)",2014,76,0,76
Total (UTs),"Riots (Section 147, 148, 149, 150 & 151 IPC)",2014,966,48,1014
Total (UTs),Communal,2014,102,4,106
Total (UTs),Industrial,2014,0,0,0
Total (UTs),Political,2014,37,0,37
Total (UTs),Caste Conflict,2014,44,3,47
Total (UTs),SC/STs Vs. Non-SCs/STs,2014,13,0,13
Total (UTs),Other Caste Riots,2014,31,3,34
Total (UTs),Agrarian,2014,0,0,0
Total (UTs),Students,2014,44,0,44
Total (UTs),Sectarian,2014,0,0,0
Total (UTs),Other Riots,2014,739,41,780
Total (UTs),Criminal Breach of Trust (Section 406 to 409 IPC),2014,294,2,296
Total (UTs),Cheating (Section 420 IPC),2014,1709,57,1766
Total (UTs),"Forgery (Section 465, 468 & 471 IPC)",2014,391,38,429
Total (UTs),"Counterfeiting (Section 231-235,237-240, 242-243, 255 and 489-A to 489-E IPC)",2014,55,1,56
Total (UTs),"Offences related to Counterfeit Coin (Section 231-235,237, 238-240 & 242-243 IPC)",2014,1,0,1
Total (UTs),Counterfeiting Government Stamp (Section 255 IPC),2014,0,0,0
Total (UTs),Counterfeit currency & Bank notes (Section 489-A to 489-E IPC),2014,54,1,55
Total (UTs),Counterfeiting currency notes or Bank notes (Section 489A IPC),2014,12,0,12
Total (UTs),Using forged or counterfeit currency/Bank notes (Section 489B IPC),2014,9,0,9
Total (UTs),Possession of forged or counterfeiting currency / Bank notes (Section 489C IPC),2014,33,1,34
Total (UTs),Make/Possess materials for forging or counterfeiting currency/Bank notes (Section 489D IPC),2014,0,0,0
Total (UTs),Make/Use documents resembling currency notes/Bank notes (Section 489 E IPC),2014,0,0,0
Total (UTs),Arson (Section 435-436 & 438 IPC),2014,87,1,88
Total (UTs),"Grievous Hurt (Section 325,326,326A & 326 B IPC)",2014,1050,37,1087
Total (UTs),Grievous Hurt (Section 325 & 326 IPC),2014,1019,36,1055
Total (UTs),Acid attack (Section 326A IPC),2014,19,1,20
Total (UTs),Attempt to Acid Attack (Section 326B IPC),2014,12,0,12
Total (UTs),Dowry Deaths (Section 304-B IPC),2014,262,47,309
Total (UTs),Assault on women with intent to outrage her Modesty (Section 354 IPC),2014,4005,40,4045
Total (UTs),Sexual Harassment (Section 354A IPC),2014,1115,7,1122
Total (UTs),Assault on women with intent to Disrobe (Section 354B IPC),2014,347,6,353
Total (UTs),Voyeurism (Section 354C IPC),2014,33,0,33
Total (UTs),Stalking (Section 354D IPC),2014,441,0,441
Total (UTs),Others,2014,2069,27,2096
Total (UTs),Insult to the Modesty of Women (Section 509 IPC),2014,963,7,970
Total (UTs),At Office premises,2014,12,0,12
Total (UTs),Places related to work other than Office,2014,24,0,24
Total (UTs),In Public Transport system,2014,6,0,6
Total (UTs),In Other Places,2014,921,7,928
Total (UTs),Cruelty by Husband or his Relatives (Section 498-A IPC),2014,666,58,724
